[2026-03-22T16:55:44.405+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-03-22T16:55:44.421+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-03-22T16:55:50.174+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12437 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.175+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12932 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.175+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13003 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.176+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13052 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.176+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13113 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.177+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13797 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.177+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13852 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.177+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13888 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.177+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13937 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.178+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14229 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.178+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14299 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.178+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14347 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.179+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14403 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.179+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14655 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.179+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14721 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.180+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15326 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.180+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15393 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.181+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15438 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.181+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15489 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.181+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15808 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.182+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15864 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.183+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16528 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.183+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16585 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.183+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16623 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.183+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16691 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.184+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16843 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.184+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16899 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.184+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16936 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.184+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17001 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.185+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17139 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.185+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17195 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.188+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20145 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.188+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20200 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.189+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20773 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.190+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20832 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.190+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20871 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.190+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20925 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.190+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21227 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.284+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21288 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.285+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21329 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.285+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21389 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.286+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21523 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.286+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21579 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.354+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22066 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.354+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22129 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.363+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22470 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.364+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22537 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.364+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22582 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.364+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22633 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.370+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22972 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.370+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23039 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.371+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23084 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.372+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23135 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.373+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23422 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.373+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23478 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.376+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23879 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.377+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23929 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.393+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25198 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.394+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25253 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.394+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25289 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.395+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25340 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.424+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26535 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.425+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26591 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.428+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26933 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.431+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26989 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.434+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:27525 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.435+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:27581 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.438+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28008 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.439+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28064 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.448+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28404 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.451+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28454 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.478+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30199 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.478+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30255 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.481+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30768 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.481+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30816 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.481+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31089 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.482+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31145 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.491+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31592 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.494+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31648 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.497+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31811 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.497+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31867 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.497+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31904 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.498+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31959 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.513+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:32974 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.513+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33030 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.518+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33341 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.520+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33400 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.520+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33439 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.521+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33493 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.539+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:35683 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.540+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:35739 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.541+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36146 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.542+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36202 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.543+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36574 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.543+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36630 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.544+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36911 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.544+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36967 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.544+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37004 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.545+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37054 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.546+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37393 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.547+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37461 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.548+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37844 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.549+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37895 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.550+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38122 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.550+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38190 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.551+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38330 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.551+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38385 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.553+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38666 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.554+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38731 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.557+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:39783 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.558+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:39841 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.558+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40004 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.559+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40060 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.559+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40097 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.560+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40152 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.560+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40520 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.562+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40592 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.564+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41086 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.564+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41142 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.564+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41179 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.565+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41235 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.565+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41272 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.566+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41337 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.567+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41665 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.568+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41724 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.569+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41763 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.571+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41813 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.572+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42116 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.575+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42175 SyntaxWarning: invalid escape sequence '\d'
